food_id,food_name,food_category,ref_amount,energy_kcal,protein_g,fat_g,carb_g,sugar_g,sodium_mg,chol_mg,sat_fat_g,trans_fat_g,food_weight
,양념갈치젓,젓갈류,100,149,15.5,5.1,10.3,4.9,5022.94,112.27,1.9,0,90
,양념게장,젓갈류,100,97,10.2,0.6,12.6,8.8,804.01,46.16,0.2,0,200
,양념멸치젓,젓갈류,100,90,11.3,1.7,7.5,0.5,6667.01,117.53,0.8,0,5
,양념새우젓,젓갈류,100,69,7.1,1.8,6,0.5,7402.05,69.75,0.3,0,10
,오징어젓,젓갈류,100,60,10.1,0.7,3.4,2.4,2150.47,144.67,0.2,0,10
,갈치조림,조림류,100,101,12.7,2.8,6.2,6.3,567.55,50.49,0.6,0,100
,감자조림,조림류,100,114,2.4,3.5,18.1,7.7,487.05,0,0.4,0,50
,건갈치조림,조림류,100,128,15.9,5,4.6,5.4,1169.12,86.31,1.1,0,100
,고등어조림,조림류,100,141,11.3,8.8,4.1,3.4,389.57,30.05,2.1,0.1,100
,꽁치조림,조림류,100,244,15.5,17.9,5.1,4,349.67,32.81,3.5,2.5,100
,달걀장조림,조림류,100,138,9.8,7.1,8.7,6.9,627.5,246.68,2.1,0,100
,닭고추장조림,조림류,100,152,9.1,6.9,13.3,2,606.24,48.95,2.1,0,250
,닭조림,조림류,100,197,18,10.9,6.6,0.5,470,70.32,2.7,0.1,150
,돼지고기 메추리알 장조림,조림류,100,166,20.1,7.7,4.3,6.2,388.14,177.59,1.5,0,100
,돼지고기 장조림,조림류,100,73,15.6,0.9,0.6,7.3,802.09,33.73,0.6,0,100
,두부조림,조림류,100,143,9.6,9.7,4.4,3.6,161.33,4.87,1.4,0,50
,땅콩조림,조림류,100,483,18.7,36.4,20,9.8,573.68,4.87,5.8,0,20
,마늘쫑조림,조림류,100,194,4,0.3,43.8,6.4,1191.03,0,0.7,0,100
,메추리알 장조림,조림류,100,203,14.2,13.4,6.3,3.5,754.51,389.45,4.2,0.1,100
,멸치조림,조림류,100,318,40.9,13.2,8.9,7.3,3162.58,384.78,2.3,0.1,100
,무조림,조림류,100,48,2.3,2.4,4.3,3.9,779.1,0.64,0.3,0,150
,미트볼조림,조림류,100,221,18.2,10.7,12.9,10.5,314.91,29.48,2.1,0.1,150
,버섯조림,조림류,100,60,4.4,2,6.2,1.9,301.72,0,1.5,0.1,150
,병어조림,조림류,100,112,12.5,4.8,4.9,0.2,842.21,40.81,2.1,0.1,100
,삼치조림,조림류,100,125,15.9,5.6,2.6,2,441.01,51.41,1.6,0,100
,쇠고기 메추리알 장조림,조림류,100,157,11.7,5.4,15.6,3.3,877.28,181.88,1.6,0.1,100
,쇠고기장조림,조림류,100,69,10.4,0.9,4.8,1,543.47,20.21,0.4,0,100
,양미리조림,조림류,100,65,5.8,0.7,9.1,2.2,710.57,49.59,0.3,0,100
,어묵조림,조림류,100,159,5.8,4.7,23.2,2.4,428.24,7.84,0.8,0,200
,연근조림,조림류,100,174,2.7,5.1,29.4,2.8,661.16,0,0.6,0,50
,오징어조림,조림류,100,137,16.5,2.4,12.5,6.9,1468.96,172.74,0.6,0,150
,오징어채조림,조림류,100,240,23.5,4.9,25.4,13.8,1129.74,236.73,0.8,0,50
,우엉조림,조림류,100,188,4.8,3.3,34.8,28.4,1173.91,10.12,0.5,0.1,30
,쥐포조림,조림류,100,276,13,8.9,36.1,23.4,1264.75,50.56,1.3,0,100
,코다리조림,조림류,100,86,16.5,0.4,4.2,3.7,465.52,66.8,0.2,0,100
,콩조림,조림류,100,281,18,7.7,34.8,3.5,867.69,0,0.7,0,30
,닭죽,죽 및 스프류,100,44,2.7,0.6,7.1,0,116.8,7.44,0.3,0,400
,쇠고기죽,죽 및 스프류,100,61,2.2,0.2,12.6,0,265.97,2.03,0.2,0,400
,양송이스프,죽 및 스프류,100,105,2.4,7,8.1,2.5,169.54,17.01,3.9,0.1,100
,오리고기죽,죽 및 스프류,100,155,7.5,5,20,0,62.1,36.06,1.2,0,400
,전복죽,죽 및 스프류,100,79,1.8,3.7,9.6,0,157.92,8.62,0.2,0,400
,채소죽,죽 및 스프류,100,43,1.7,0.7,7.6,0.2,223.69,0,0.2,0,400
,팥죽,죽 및 스프류,100,81,3.2,0.2,16.7,0,127.18,0,0.1,0,400
,호박죽,죽 및 스프류,100,49,1.9,1.7,6.6,3.6,41.85,0,0,0,400
,흑임자죽,죽 및 스프류,100,61,1.1,4.7,3.6,0.7,158.96,0,0.3,0.1,400
,갈치찌개,찌개 및 전골류,100,38,5.3,1,2,1,91.47,15.01,0.3,0,250
,감자탕,찌개 및 전골류,100,71,6.3,4.1,2.3,0,328.27,38.53,1.2,0,530
,김치전골,찌개 및 전골류,100,73,3.1,4.2,5.7,0.8,299.28,7.43,0.7,0,270
,꽁치김치찌개,찌개 및 전골류,100,89,7.1,5.2,3.5,0.7,249.08,24.25,0.9,0.7,270
,꽃게탕,찌개 및 전골류,100,17,1.9,0.4,1.4,1,273.17,2.61,0,0,600
,낙지전골,찌개 및 전골류,100,51,6.5,1.1,3.7,0,484.24,51.44,0.3,0,300
,내장탕,찌개 및 전골류,100,71,5.8,4.5,1.7,0.1,215.8,63.88,1.8,0,600
,냉이된장찌개,찌개 및 전골류,100,19,1.2,0.3,2.9,0.6,173.57,0,0,0,350
,달래된장찌개,찌개 및 전골류,100,35,3.2,0.8,3.8,0.4,570.42,2.21,0.2,0,350
,닭볶음탕,찌개 및 전골류,100,111,11.9,3.2,8.5,0.4,376.5,42.44,1.2,0,300
,대구 매운탕,찌개 및 전골류,100,22,4.5,0.4,0.2,0,250.08,19.2,0.2,0,600
,동태찌개,찌개 및 전골류,100,44,6.1,1.4,1.7,0.1,273.31,26.68,0.2,0,200
,돼지고기김치찌개,찌개 및 전골류,100,45,4.2,2.7,1,0,206.76,7.11,0.5,0,200
,돼지고기찌개,찌개 및 전골류,100,48,6.3,1.5,2.3,0.1,254.87,10.95,0.2,0,300
,된장찌개,찌개 및 전골류,100,46,3.4,1.6,4.4,0,317.99,0,0.3,0,200
,두부고추장찌개,찌개 및 전골류,100,52,4,2.6,3.2,0.8,181.18,0.34,0.3,0,500
,두부된장찌개,찌개 및 전골류,100,41,3.3,2,2.6,1,478.34,0,0.3,0,270
,두부쇠고기고추장찌개,찌개 및 전골류,100,58,4.6,1.4,6.7,0.2,195.33,6.43,0.3,0,280
,두부애호박된장찌개,찌개 및 전골류,100,54,5,1.2,5.7,1.7,196.76,5.55,0.2,0,350
,버섯샤브샤브,찌개 및 전골류,100,30,3.9,0.9,1.6,0.5,50.74,7.55,0.6,0,350
,버섯전골,찌개 및 전골류,100,78,5.1,4.2,4.8,1.2,146.43,12.33,1,0.1,300
,부대찌개,찌개 및 전골류,100,123,5.9,6.5,10.3,0.2,239.26,11.05,1.7,0,600
,쇠고기 샤브샤브,찌개 및 전골류,100,43,5.4,1.6,1.8,1.5,96.31,11.89,0.2,0,600
,쇠고기된장찌개,찌개 및 전골류,100,55,5.7,2,3.5,0.7,296.8,5.98,0.4,0,300
,쇠고기전골,찌개 및 전골류,100,63,7.9,3.2,0.5,0,298.55,16.08,0.7,0.1,300
,순두부김치찌개,찌개 및 전골류,100,35,3,1.6,2.2,0.3,151.01,4.6,0.5,0,200
,순두부찌개,찌개 및 전골류,100,43,4.5,2.2,1.3,0.6,213.32,8.57,0.5,0,200
,알탕,찌개 및 전골류,100,39,6.4,0.7,1.7,0,250.29,80.81,0.2,0,520
,어묵김치찌개,찌개 및 전골류,100,38,1.8,0.6,6.3,1.6,255.61,2.51,0.1,0,260
,오리백숙,찌개 및 전골류,100,112,10.6,7.5,0.5,0.2,160.92,51.85,1.6,0,300
,오리탕,찌개 및 전골류,100,121,9.5,6.6,6.1,3.6,317.26,38.47,1.3,0,600
,오징어찌개,찌개 및 전골류,100,34,3.3,0.2,4.8,0.5,284.6,26.34,0.1,0,250
,장어탕,찌개 및 전골류,100,67,4.3,3.9,3.7,2.7,387.15,33.75,0.6,0,800
,조개된장찌개,찌개 및 전골류,100,23,2.9,0.7,1.2,0.6,406.49,3.81,0.2,0,300
,참치김치찌개,찌개 및 전골류,100,51,3.6,2.8,2.9,0.2,264.33,6.54,0.3,0,300
,청국장찌개,찌개 및 전골류,100,47,5,2.1,1.9,0,242.44,2.6,0.4,0,200
,추어탕,찌개 및 전골류,100,54,3.2,3.2,3.1,0,246.08,15.84,0.3,0,350
,콩나물된장찌개,찌개 및 전골류,100,49,2.6,1.5,6.3,0.1,306.36,0,0.1,0,300
,콩비지찌개,찌개 및 전골류,100,69,6.7,3.1,3.6,3.2,289.01,7.12,0.5,0,400
,해물매운탕,찌개 및 전골류,100,35,4.8,0.6,2.5,0.4,368.09,47.65,0.2,0,600
,햄 김치찌개,찌개 및 전골류,100,31,1.5,1.4,3.2,0,445.03,4.39,0.4,0,300
,호박고추장찌개,찌개 및 전골류,100,41,2.1,1,6,0.6,210.97,0,0.1,0,280
,가오리찜,찜류,100,102,22,1.4,0.5,0.1,151.11,91.27,0.3,0,200
,깻잎찜,찜류,100,97,5.2,5.9,6,1.3,792.23,0,0.5,0,100
,꼬막찜,찜류,100,96,12,2.3,7,1,736.1,38.3,0.6,0,200
,꽈리고추찜,찜류,100,104,3.6,2.1,17.7,0.4,315.91,0,0.4,0,100
,달걀찜(우유),찜류,100,105,8.2,6.3,3.8,2.5,261.76,169.57,2.5,0.1,200
,달걀찜,찜류,100,58,5,4,0.5,0,246.88,189.25,1.2,0,200
,닭찜,찜류,100,107,12.4,6.1,0.6,0,224.36,66.22,1,0,300
,돼지갈비찜,찜류,100,194,13.3,12.3,7.4,0.1,339.88,50.07,3.7,0.1,300
,돼지고기 수육,찜류,100,312,19.9,24.8,2.3,2.4,40.43,40.11,8.7,0.1,300
,쇠갈비찜,찜류,100,85,7.3,3.2,6.9,0.7,272.3,33.38,0.9,0.1,300
,쇠고기사태찜,찜류,100,110,12.1,5.2,3.7,0.1,301.78,94.95,1.1,0.1,300
,쇠고기수육,찜류,100,166,28.4,4.9,2,0.1,30.61,88.3,1.9,0.3,300
,순대,찜류,100,187,2.7,3.6,35.7,1.4,603.62,26.24,1.1,0,220
,아귀찜,찜류,100,84,6.7,3.1,7.3,2.7,391.55,51.39,0.5,0,200
,애호박찜,찜류,100,181,9.5,6.5,21.2,1.8,161.25,12.54,1.4,0.1,100
,족발,찜류,100,233,26,13.9,0.9,0,244.59,91.72,4.7,0.1,250
,코다리찜,찜류,100,94,14.5,1.3,6.1,2.5,620.32,60.96,0.3,0,200
,풋고추찜,찜류,100,51,2.3,1,8.3,1.4,708.36,0,0.1,0,100
,해물콩나물찜,찜류,100,56,6.7,1,5,0,223.23,64.84,0.2,0,200
,간장양념닭다리튀김,튀김류,100,323,18.9,19.6,17.9,3.7,410.3,58.96,4.8,0.2,200
,간장양념치킨,튀김류,100,272,10.2,16.2,21.2,5.3,593.79,32.46,2.5,0.1,200
,감자튀김,튀김류,100,312,4.5,17,35.1,0.4,78.08,73.66,3.3,0.1,150
,고등어튀김,튀김류,100,343,19.6,26.2,7.1,0,195.81,35.36,6.2,0.2,150
,김말이튀김,튀김류,100,257,2,15.9,26.5,0.8,321.3,1.44,2.1,0.1,150
,김튀김,튀김류,100,522,11,28.9,54.4,0.1,606.24,7.26,5.4,0.2,50
,깐풍기,튀김류,100,230,12.6,11.8,18.3,3.1,410.37,58.79,1.9,0.1,150
,다시마튀각,튀김류,100,462,8.4,26.5,47.3,17.2,1305.42,0,4.1,0.3,50
,닭강정,튀김류,100,225,11.8,9.7,22.5,4,652.43,38.92,1.6,0.1,200
,닭날개튀김,튀김류,100,257,17.2,16.3,1.2,0,269.42,75.34,3.9,0.1,200
,등심돈까스,튀김류,100,232,16.9,13.3,11.3,4.5,407.4,49.75,2.4,0.1,200
,떡강정,튀김류,100,249,3.8,4.7,47.9,5.3,446.45,0,1,0,200
,미역튀각,튀김류,100,443,13.2,21.1,33.9,11.4,5223.08,0,5.4,0.5,50
,새우탕수육,튀김류,100,116,6.6,4.2,13,6.4,492.27,53.36,0.7,0.1,200
,새우튀김,튀김류,100,287,17,15.9,19,0.1,485.7,107.2,2.7,0.2,150
,소시지튀김,튀김류,100,354,14.1,31.3,4,0.8,939.5,80.51,11,0.1,200
,오징어튀김,튀김류,100,337,12.4,22,22.4,0.3,336.66,94.12,3.4,0.2,150
,채소튀김,튀김류,100,405,3.3,27.1,36.8,6.4,277.85,0,4.3,0.2,100
,치킨너겟,튀김류,100,312,15,23.6,10,3.3,562.59,30.99,6.1,0.2,150
,탕수육,튀김류,100,179,13.6,8.4,12.4,9.5,407.33,45.56,1.6,0,200
,후라이드치킨,튀김류,100,265,17.7,16.8,10.6,0,193.41,82.85,3.2,0.1,200
,쇠고기채소볶음,볶음류,100,126,12.8,5.4,6.4,4.5,269.47,38.44,2.2,0.1,230
,양파볶음,볶음류,100,56,1,1.5,9.5,9.2,274.25,0.86,0.1,0,80
,어묵볶음,볶음류,100,197,8.4,7.3,24.3,6.3,817.65,16.64,1.3,0.1,140
,어묵잡채,볶음류,100,148,2.3,3.8,26.1,1.5,429,3.83,0.6,0,280
,어묵채소볶음,볶음류,100,152,6.3,6.4,17.2,1.3,632.11,9.36,1,0.1,90
,오징어볶음,볶음류,100,128,9.8,6.5,7.4,1.9,309.8,109.18,1,0,200
,오징어채볶음,볶음류,100,298,20.4,14.9,20.4,24.6,1319.5,209.32,2.3,0,20
,유산슬,볶음류,100,86,7.5,4.4,4.1,2.1,210.85,30.27,0.8,0,220
,잔멸치견과류볶음,볶음류,100,388,24.3,22.2,22.6,14.5,1752.63,134.81,2.5,0,50
,잔멸치고추볶음,볶음류,100,228,33.3,8,5.7,3.8,2061.03,327.98,1.4,0.1,50
,잔멸치꽈리고추볶음,볶음류,100,293,24.8,17.5,9.2,5.8,1266.16,193.94,2.7,0.1,50
,잔멸치볶음,볶음류,100,341,43.6,14.2,9.6,13.1,2791.58,534.36,2.4,0.1,50
,잔멸치풋고추볶음,볶음류,100,256,28.2,8.3,16.9,10.6,2070.16,325.73,1.6,0.1,50
,잡채,볶음류,100,146,4.7,3.3,24.3,0.7,359.84,22.66,0.5,0.1,200
,제육볶음,볶음류,100,195,12.1,14.2,4.7,0.4,500.77,45.6,4.2,0.1,250
,죽순쇠고기볶음,볶음류,100,120,13.7,5.6,3.8,2.1,214.13,30.97,2.1,0.1,230
,참치김치볶음,볶음류,100,122,8.3,6.7,7.1,1.8,479.74,20.25,0.6,0.1,100
,채소떡볶이,볶음류,100,258,3.1,1.9,57.1,2,268.98,0,0.4,0,200
,콩나물잡채,볶음류,100,67,1.9,1,12.5,9.4,618.67,0,0.1,0.2,230
,팔보채,볶음류,100,90,12.4,2.9,3.4,2.1,856.36,50.98,0.4,0,220
,풋고추멸치볶음,볶음류,100,190,20.6,6,13.3,9,1344.88,196.8,1.3,0,50
,햄채소볶음,볶음류,100,183,10.5,11.4,9.6,3.3,803.06,32.49,3.6,0.1,220
,BLT샌드위치,빵 및 과자류,100,193,9.5,13.4,8.4,0.6,357.64,82.1,3.6,0.1,220
,감자크로켓,빵 및 과자류,100,197,5.7,13.9,12.2,1.9,174.77,89.77,1.6,0.1,150
,꽈배기,빵 및 과자류,100,389,8.3,20.4,43,10.1,321.62,16.23,4.5,0.1,70
,닭가슴살샌드위치,빵 및 과자류,100,240,12.2,11.9,21,3.1,437.53,28.07,3.2,0.2,230
,도넛,빵 및 과자류,100,420,6.4,23.9,44.8,11.9,207.31,17.7,5.3,0.1,70
,롤케이크,빵 및 과자류,100,312,7.4,11.8,44,24.6,142.89,142.59,1.8,0,100
,링도넛,빵 및 과자류,100,515,7.9,33.2,46.2,11.6,537.42,47.22,4.5,0.2,100
,마늘빵,빵 및 과자류,100,438,12.1,17.6,57.9,7.4,519.48,26.68,8.7,0.2,50
,머핀,빵 및 과자류,100,384,5.7,13.8,59.1,39.7,411.24,59.16,6.9,0.2,130
,모닝빵,빵 및 과자류,100,314,9.5,7.4,52.2,8,489.11,40.54,3,0.1,70
,모카빵,빵 및 과자류,100,339,8.5,8.1,58,12.5,354.1,52.08,3.8,0.3,150
,베이글,빵 및 과자류,100,360,10,5.8,53.5,4.6,695.22,0,0.6,0,120
,불고기버거,빵 및 과자류,100,250,13.9,11.5,22.7,0.1,338.43,45.93,4.3,0.4,200
,사과파이,빵 및 과자류,100,185,2.5,3.9,34.8,7.1,204.49,14.39,2,0.2,100
,생크림케이크,빵 및 과자류,100,237,3.4,12.5,27.6,14.5,151.11,70.1,8.5,0.1,100
,소보로빵,빵 및 과자류,100,392,8.3,15.1,55.6,16.7,396.34,50.53,6.4,0.6,70
,식빵,빵 및 과자류,100,264,9.3,2.6,50.9,1.6,468.43,5.57,1.5,0.1,100
,식빵토스트,빵 및 과자류,100,366,8.8,13.8,51.5,4.5,532.65,55.92,6.3,0.1,100
,찐빵,빵 및 과자류,100,213,5.2,0.1,47.8,11,234.11,2.76,0.2,0,250
,참치 샌드위치,빵 및 과자류,100,202,10.5,11.7,13.8,1.4,208.87,18.86,2.6,0.2,250
,찹쌀도넛,빵 및 과자류,100,288,6,4.6,55.6,11,312.18,0.48,0.6,0,70
,채소샌드위치,빵 및 과자류,100,244,4.1,14.7,23.8,14.3,425.78,6.42,2.9,0.1,180
,초코소라빵,빵 및 과자류,100,319,3.3,10.9,51.8,9.3,214.85,19.61,4.3,0,70
,츄러스,빵 및 과자류,100,361,6.6,11.3,58.2,22.7,362.68,0,2.4,0.2,70
,치킨버거,빵 및 과자류,100,238,12.4,9.7,25.1,1.9,333.38,30.29,2.5,0.2,200
,카스텔라,빵 및 과자류,100,335,10,11.5,48,33.8,62.59,211.21,1.1,0,70
,콤비네이션피자,빵 및 과자류,100,274,10.7,14.4,25.5,4.8,441.31,21.15,3.8,0.1,200
,크로아상,빵 및 과자류,100,446,7.5,27,43.3,6.1,456.69,24.5,9.8,0.3,150
,페이스트리,빵 및 과자류,100,466,8.3,29.7,41.5,6.4,372.92,36.34,15.3,0.2,70
,피자빵,빵 및 과자류,100,298,8.9,15,31.8,8.1,637.45,45.6,4.9,0.2,200
,햄버거,빵 및 과자류,100,264,12.8,14,21.7,3.1,450.37,45.2,4.4,0.4,200
,햄샌드위치,빵 및 과자류,100,220,12.4,11.9,15.6,1.9,698.7,92.91,3.4,0.2,200
,햄치즈샌드위치,빵 및 과자류,100,180,8.8,7.7,19.1,4,274.49,82.39,2.4,0.2,240
,호떡,빵 및 과자류,100,314,5.4,7.1,57.1,0.7,210.87,0,0.9,0,150
,가오리회무침,생채·무침류,100,81,11.3,1.2,6.3,5.5,353.72,277.64,0.2,0,230
,감자샐러드,생채·무침류,100,126,1.3,8,12.2,3.8,236.01,4.53,1.4,0.1,150
,골뱅이국수무침,생채·무침류,100,109,5,1.5,18.9,3.6,280.71,14.5,0.2,0,230
,과일샐러드,생채·무침류,100,99,1.3,6.3,9.3,9.3,33.9,4.21,0.9,0,140
,굴무생채,생채·무침류,100,50,3.7,1.3,5.9,4,365.97,12.81,0.2,0,300
,굴무침,생채·무침류,100,77,6.7,2.3,7.3,2.7,203.66,28.37,0.6,0,80
,김무침,생채·무침류,100,259,21.2,10.7,19.3,5.7,1011.01,61.84,1.5,0.1,30
,낙지무침,생채·무침류,100,77,12.4,1.2,4,0.1,339.88,136.42,0.2,0,180
,느타리버섯무침,생채·무침류,100,59,2.7,3.8,3.4,0.1,311.13,0,0.5,0,150
,다시마무침,생채·무침류,100,48,2.6,1.2,6.8,0,2758.85,13.03,0.3,0,90
,단호박샐러드,생채·무침류,100,162,1.5,9,18.8,14.3,70.31,4.52,1.3,0.1,150
,달래무침,생채·무침류,100,63,2.9,3,6.1,3.8,567.1,0,0.4,0,60
,닭가슴살샐러드,생채·무침류,100,135,7.2,9.5,5.4,3.3,88.16,10.85,1.2,0,150
,닭고기냉채,생채·무침류,100,90,13.1,1.9,5,4.8,151.23,46.31,0.5,0,240
,도라지냉채,생채·무침류,100,77,2.1,0.5,16.1,5.3,283.07,1.38,0.1,0,160
,도라지오이생채,생채·무침류,100,48,1.7,1.7,6.3,6.9,243.04,0,0.3,0,160
,도토리묵무침,생채·무침류,100,74,0.9,2.9,10.9,1.8,318.68,8.41,0.4,0,200
,돌나물무침,생채·무침류,100,69,1.7,3.2,8.3,5.3,360.48,0,0.5,0.1,50
,두릅초고추장무침,생채·무침류,100,67,2.2,3,7.9,4.5,204.89,0,0.4,0,90
,마늘쫑무침,생채·무침류,100,106,2.7,4.9,12.8,7.5,312.72,9.06,0.6,0,30
,무말랭이무침,생채·무침류,100,121,4.2,1.6,22.5,4.1,450.09,1.97,1.2,0,20
,무생채,생채·무침류,100,49,2.4,1.1,7.3,1.8,821.48,8.09,0.2,0,150
,미나리무침,생채·무침류,100,46,1.3,2.1,5.4,2.2,764.94,0,0.3,0,90
,미역초무침,생채·무침류,100,35,1.2,1,5.2,1.3,451.8,0,0.2,0,50
,민들레잎무침,생채·무침류,100,81,2.7,2.3,12.3,8.2,247.65,0,0.2,0,90
,배추겉절이,생채·무침류,100,55,2.3,2.1,6.6,1.3,327.65,2.89,0.4,0.1,50
,부추무침,생채·무침류,100,92,3.5,5.9,6.2,3.1,666.27,14.73,0.8,0,100
,북어채무침,생채·무침류,100,188,28.4,2.9,12,5.6,755.93,110.75,0.5,0,150
,상추겉절이,생채·무침류,100,61,2.4,3.4,5.3,3,431.14,5.8,0.4,0,100
,새싹채소샐러드,생채·무침류,100,74,2.8,4.8,5,2.3,155.58,12.28,0.6,0,100
,양배추샐러드,생채·무침류,100,150,2.7,11.7,8.5,7.9,96.63,5.14,1.8,0,150
,양상추샐러드,생채·무침류,100,126,4.9,10.3,3.4,1.6,157.75,0,1.3,0,150
,양장피,생채·무침류,100,133,7.3,6.6,11,0.4,495.57,65.89,1.2,0,220
,양파부추무침,생채·무침류,100,44,1.8,1.1,6.8,5.8,329.14,0,0.2,0,100
,열무겉절이,생채·무침류,100,58,2.4,2.9,5.4,2.3,890.88,0,0.5,0.1,100
,오이부추무침,생채·무침류,100,31,2,0.4,5,4.2,1069.5,0,0.1,0,100
,오이생채,생채·무침류,100,69,1.8,2.9,9,8,473.86,1.15,0.1,0,50
,오이지무침,생채·무침류,100,52,1,3.5,4.2,2.8,1615.24,6.18,0.4,0,100
,오징어무침,생채·무침류,100,127,19.7,2.5,6.5,6.6,326.26,233.07,0.4,0,200
,오징어물회,생채·무침류,100,49,6.2,1.2,3.3,2.1,364.5,68.29,0.2,0,700
,오징어채무침,생채·무침류,100,258,23.6,5.5,28.4,18.7,1803.25,222.73,1,0,80
,오징어채소무침,생채·무침류,100,62,5.9,0.9,7.6,5.5,162.39,49.17,0.1,0,240
,옥수수샐러드,생채·무침류,100,166,2,11.9,12.7,6,482.71,5.82,1.9,0.1,160
,참치샐러드,생채·무침류,100,151,10.8,8.6,7.5,6.9,299.31,21.91,1.5,0,150
,채소샐러드,생채·무침류,100,145,1.2,13.4,5.1,4.7,73.95,7.07,2.1,0.1,160
,치커리겉절이,생채·무침류,100,56,1.5,3.6,4.4,3.7,176.85,0,0.4,0.1,100
,파래무침,생채·무침류,100,49,3.5,1.7,5,1.7,735.91,2.16,0.2,0,30
,파무침,생채·무침류,100,71,2.3,2.8,9.1,8,423.79,6.25,0.3,0,150
,풋고추된장무침,생채·무침류,100,124,2.4,7.4,12,8.4,182.55,0,1.1,0,100
,풋마늘무침,생채·무침류,100,71,4.1,1,11.3,6,477,0,0.1,0,100
,피조개무침,생채·무침류,100,52,4.7,0.9,6.1,3.7,222.87,14.87,0.2,0,100
,해초무침,생채·무침류,100,39,0.9,0.2,8.5,4,862.21,0,0.1,0,100
,호박오가리무침,생채·무침류,100,200,6.1,10,21.5,6.8,1849.2,0,1.7,0.1,100
,회무침,생채·무침류,100,82,8.1,1.6,8.6,4.5,274.79,26.39,0.5,0,250
,육회,수·조·어·육류,100,130,9.9,6.4,8.1,5.3,418.01,28.09,2.1,0.1,150
,팥빙수,유제품류 및 빙과류,100,100,3.6,0.4,20.6,9.5,31.29,2.27,0.4,0,400
,미숫가루,음료 및 차류,100,70,2.1,2.3,10.4,0,23.9,0,0.4,0,300
,고추장아찌,장아찌·절임류,100,83,2,2.1,14.1,0.7,2525.96,0,0.1,0,60
,깻잎장아찌,장아찌·절임류,100,101,2.1,3.4,15.5,3.5,1585.91,0,0.1,0,20
,단무지,장아찌·절임류,100,13,0.3,0.2,2.4,0.5,551.82,0,0,0,30
,더덕장아찌,장아찌·절임류,100,141,4.5,0.9,28.9,15.4,1165.95,0,0.2,0,90
,마늘장아찌,장아찌·절임류,100,64,2.7,5,2,5.2,1222.36,0,0,0,230
,무짠지,장아찌·절임류,100,11,0.5,0.1,2,1.6,2381.95,0,0,0,50
,양파장아찌,장아찌·절임류,100,80,2.6,0.8,15.8,17.9,1068.43,1.22,0,0,50
,오이장아찌,장아찌·절임류,100,14,0.4,0.3,2.5,1,740.16,0,0,0,50
,오이지,장아찌·절임류,100,21,0.7,0.7,2.8,0,2049.78,0,0,0,50
,일본매실장아찌,장아찌·절임류,100,65,1.3,1.8,11,7.9,3727.6,0,0,0,30
,치킨무,장아찌·절임류,100,17,0.5,0.3,3.1,1.7,188.7,0,0,0,130
,가지전,전·적 및 부침류,100,123,5.5,7.3,8.9,0.8,337.21,98.48,1.8,0.1,200
,감자전,전·적 및 부침류,100,133,1.7,6.5,16.8,1.8,293.28,0,0.9,0,200
,고구마전,전·적 및 부침류,100,227,2.9,8,36,14.3,86.74,0,1.2,0.1,140
,김치전,전·적 및 부침류,100,134,5.1,4.2,19,4.2,240.08,54.91,0.9,0,150
,달걀말이,전·적 및 부침류,100,193,17.2,13.2,1.4,0,449.07,339.85,3.3,0.1,100
,달걀프라이,전·적 및 부침류,100,208,15.7,13.8,5.1,0,161.19,327.71,3.7,0.1,60
,돼지고기완자전,전·적 및 부침류,100,139,14.8,5.9,6.5,2.6,859.2,68.26,1.8,0,200
,두부부침,전·적 및 부침류,100,140,10.9,9.8,2.1,0.2,429.11,3.04,1.4,0,100
,떡갈비,전·적 및 부침류,100,202,21.4,11.8,2.5,0.4,403.8,68.04,4.3,0.4,200
,맛살전,전·적 및 부침류,100,165,7.5,6.2,19.7,1.1,558.89,64.18,1.2,0.1,200
,메밀전,전·적 및 부침류,100,161,4,0.6,34.8,0.3,145.12,0,0.3,0,180
,부추전,전·적 및 부침류,100,167,4.6,4.2,27.9,8.3,246.73,26.16,0.8,0.1,150
,쇠고기완자전,전·적 및 부침류,100,162,18.7,7.6,4.7,0.2,381.45,72.61,1.6,0.1,200
