fridge_id,ID,재료,용량,저장일시
ccf0a7ed-082f-4e61-8a30-3b17e3472d6e,kc2fwmru,대하(g),884,2025-10-16 16:48:14
a25b1225-cdf2-4874-b861-60600dff94fb,kc2fwmru,딸기(개),3,2025-10-18 06:36:57
df289fad-c949-4b5f-b1dc-bf0c55063d89,kc2fwmru,배(개),3,2025-10-03 04:30:41
61aa908b-d66b-4436-a94d-de2b872a45b8,kc2fwmru,양파(g),458,2025-10-02 11:14:00
b2db310c-7ff9-405c-b754-2887d3c748b3,hv0k14pc,레몬(개),4,2025-10-08 13:19:26
4fce4c4c-753e-4ff7-beb6-b94394af1482,hv0k14pc,쇠고기(g),1403,2025-09-27 05:02:26
53468046-de32-42c3-ba51-97a6eb44439d,hv0k14pc,배(개),2,2025-10-08 18:42:26
c4443e54-57b9-4ab8-9070-876055eb3c3b,hv0k14pc,계란흰자(개),8,2025-09-27 16:39:45
ce69016a-1eaf-496a-a2b1-96214200a8bd,hv0k14pc,고들빼기(g),972,2025-10-03 09:24:24
c210b930-96bd-4356-b25b-c0544a57cdff,hv0k14pc,고사리(g),839,2025-10-06 13:19:41
9df54ede-e5b4-4b35-bf3a-39f6eb5d3b03,hv0k14pc,바나나(개),7,2025-09-29 18:52:21
671b080d-5a37-4398-bd5e-290dbe56ed53,hv0k14pc,배추(g),348,2025-10-08 13:49:30
ad788845-943e-4995-a991-e9eea479cd09,hv0k14pc,보리(g),1086,2025-10-16 10:00:29
753824ea-ebfc-4718-b77d-28ecdc130c48,hv0k14pc,아귀(g),1030,2025-10-02 14:30:57
51318ae1-7463-431c-8cff-e8629f9f987f,dpfqw3nm,콩나물(g),1140,2025-09-29 23:13:44
68813ea5-3103-45a4-8ee7-fa3b6cf1fb6c,dpfqw3nm,상추(g),946,2025-10-03 12:37:26
ff19b915-cebf-4954-8951-eed4ab56da8e,dpfqw3nm,양지머리(g),714,2025-09-30 18:43:33
ef5d337f-4aaf-4756-9dc6-74ce3f8c89e2,dpfqw3nm,흑미(g),141,2025-10-17 05:54:24
26b35751-5bb6-4d4d-9da0-e720eb13f755,dpfqw3nm,우엉(g),64,2025-10-10 04:30:47
7940afe2-141c-4c97-a4f3-7a2f975f4d00,dpfqw3nm,빵(개),3,2025-10-13 09:01:11
9b80484c-3d3c-47d6-aed3-f7d2526da655,dpfqw3nm,모짜렐라치즈(g),437,2025-09-29 08:38:59
73fe9955-b50e-4c73-a80d-0cf6000f459f,dpfqw3nm,조개(g),127,2025-10-23 17:21:57
0b5ca8e1-6300-4e45-a117-a875d6c17204,266w9mmp,루콜라(g),312,2025-10-15 23:54:00
abd5c624-625f-4ac1-b0b3-bf566f8903a7,266w9mmp,닭가슴살(g),219,2025-10-09 03:38:08
2584f7fb-269e-4e9a-a249-0ede7918b60b,266w9mmp,당근(g),274,2025-10-16 18:36:14
c813bbf8-a7a7-490e-aaab-42346354b7d6,wybzzj5c,홍피망(g),409,2025-10-03 17:10:32
869d8c3f-c7a4-467e-8538-3cbaece3ba2c,wybzzj5c,꽃게(g),1113,2025-10-19 01:56:40
526b19b3-265e-497e-84e9-de564dee6d34,wybzzj5c,치즈(g),538,2025-10-21 15:41:19
a999c7c2-dc36-41b2-9c38-8ba185c3da76,wybzzj5c,배추(g),1001,2025-10-09 03:10:29
2d5bdadb-6c89-44a9-b68a-0711135dc9d9,q5e0vk0q,새우(g),967,2025-10-11 02:17:42
598f71dc-bd38-4526-b089-27adc5884c43,q5e0vk0q,찹쌀(g),1160,2025-10-23 00:03:03
7f85f2c1-b8c7-47e2-8da5-243bc71260a9,q5e0vk0q,굴(g),601,2025-10-16 22:30:20
d5a27c5d-cf05-4f15-87d7-a59dc4271ee6,q5e0vk0q,옥수수(g),365,2025-09-23 11:19:57
735026cd-0d11-4156-9b81-25985e62ab7d,q5e0vk0q,오렌지(개),1,2025-10-17 01:10:41
5572c070-96b3-458d-b29a-e99d81638cc0,ihvvrhd1,파프리카(g),720,2025-10-16 15:48:44
2171ad58-6768-4751-995a-7328e3d8d630,ihvvrhd1,가리비(g),1075,2025-10-01 04:15:19
701e08c2-7512-4136-b62b-0c4826933d88,ihvvrhd1,대하(g),726,2025-09-24 06:48:33
b7aa050f-ce10-4c3f-b2f2-2ab60f4d853b,ihvvrhd1,버섯(g),1067,2025-09-29 01:13:38
5a01981e-658e-4bc2-870d-b26677c0c7ad,ihvvrhd1,멸치(g),733,2025-10-22 15:30:13
d06ed2d2-fd65-41cd-a0e2-36754cf28a8b,ihvvrhd1,돼지갈비(g),750,2025-10-08 06:12:37
14f7d162-3fbb-4c40-ac90-16d1c37db88f,ihvvrhd1,아귀(g),73,2025-10-20 20:00:30
e8df6133-c0ed-450b-9b72-35eee87a3d7b,ihvvrhd1,양배추(g),978,2025-09-30 04:41:56
d2ab0202-039b-4bcd-b6e3-5cd1b59894ec,ihvvrhd1,치커리(g),590,2025-10-21 20:54:41
fcd437cc-57b6-4f9b-81b0-6bcf291cdfe2,ihvvrhd1,청고추(g),413,2025-10-23 15:32:42
129fbd16-0756-4038-a690-f974fc890f2a,4jubw8xo,배(개),2,2025-10-07 20:22:09
e9c30aa7-adcf-448b-8a42-3e8b8ee061ab,4jubw8xo,보리(g),609,2025-09-24 19:37:59
c583d201-c5ba-4162-b686-1504cefc336f,4jubw8xo,홍합(g),204,2025-10-14 14:44:42
5243dbc7-07d0-4a03-ae44-59bc8f0a0150,4jubw8xo,딸기(개),3,2025-10-13 19:04:36
181c441f-f00b-4fa9-95c7-5430d3ab0955,4jubw8xo,식빵(개),2,2025-10-19 03:20:50
ed1dfd22-c9cb-4283-813f-a8c5e8eddc16,4jubw8xo,냉이(g),558,2025-10-20 17:58:39
5807e8e1-007c-4983-b977-ba6f36c42aec,4jubw8xo,양송이버섯(g),1044,2025-10-11 21:35:04
9a305051-d365-4c79-8314-ce893fe76893,4jubw8xo,아귀(g),272,2025-10-08 21:32:46
b5aede8f-24c6-4cd6-8a2f-f4d5d65851b3,3ew0961y,고들빼기(g),274,2025-10-13 21:40:21
3e82f400-a2fc-4ce4-8565-c369e6281fb2,3ew0961y,치커리(g),322,2025-10-17 19:17:33
1ea51fdd-e710-47fe-b9cc-f2f773bd1fe3,3ew0961y,홍피망(g),82,2025-10-23 03:51:10
b5b3441b-ce6e-4d68-bd0c-b4b3f133c695,3ew0961y,치즈(g),287,2025-10-18 13:57:44
f526daac-708c-4d89-89f8-0d5ff3994f88,3ew0961y,대파(g),697,2025-10-08 08:38:52
027c5b0d-d5e0-4364-abea-90a86139a020,3ew0961y,도라지(g),754,2025-10-05 16:49:26
ae7806c1-1459-4b04-81c0-d64b6506ae28,3ew0961y,갈비(g),439,2025-09-25 22:26:31
bf09453d-6ec3-45f2-aed4-534713971a2c,3ew0961y,우엉(g),776,2025-10-13 18:38:09
84c90501-44b6-45b7-a173-870f15a81837,slblu5eq,우엉(g),1128,2025-10-14 06:28:18
1d04cc44-0650-44ae-8b61-805849d135b9,slblu5eq,열무(g),901,2025-10-06 19:15:30
58cdd9e4-9e52-4ab7-a381-55303a13811b,slblu5eq,가래떡(g),618,2025-10-20 15:43:38
7ba9c44c-9c4b-4ee8-b8fe-852ea45356d0,slblu5eq,숙주(g),1072,2025-09-29 12:45:45
691f25b4-7f7e-4ad1-9b27-f7d471d5f5e9,slblu5eq,멥쌀(g),935,2025-09-27 14:14:27
3644a80a-d9e7-4d0c-b15f-b30c8b398aba,slblu5eq,연어(g),872,2025-10-11 04:27:59
aa9fcd99-517f-4634-9060-adf33718b4c2,qfp771he,현미(g),672,2025-09-26 05:49:53
6919be34-09b5-4755-b5f1-6f50da05c0e5,qfp771he,바나나(개),6,2025-09-24 07:53:35
d2882e5c-542f-4ab5-b801-ac331d0f0cea,qfp771he,케일(g),968,2025-09-29 21:47:47
718b6534-a779-40e3-be0e-afd253a2c671,1vq93wek,요거트(ml),391,2025-10-12 21:23:52
c391190e-9cc7-4d4d-b270-6f1f0a855f76,1vq93wek,닭살(g),1046,2025-10-23 06:06:52
51602a99-35dd-484f-940b-f43677a72f73,1vq93wek,팥(g),949,2025-10-17 18:21:24
5a9907ac-212b-4536-bb49-773d4fd2d8e9,7izrc6oq,오징어(g),837,2025-10-09 08:53:08
6955a249-6f22-4ab1-8784-ee12bf42ef7c,7izrc6oq,갈치(g),630,2025-10-03 03:27:35
63089e31-9263-4b8b-9906-99fcbe2cf7eb,7izrc6oq,조개(g),189,2025-09-24 12:10:22
0ae26dc9-1e94-46d1-8b2a-906cd0aeb336,mwltye40,멥쌀(g),451,2025-10-01 06:44:00
ce5513df-8d5f-4ced-9884-dc37861910e8,mwltye40,갈치(g),154,2025-10-03 14:25:21
1e091dcb-19ac-4fdf-a17a-6ad30070158d,mwltye40,도라지(g),468,2025-10-05 23:05:19
0c7d3ee5-b2c3-4d52-b456-39ae7e5fc63d,1loytdh7,낙지(g),1054,2025-10-23 00:35:41
aaeef4d3-803f-4879-8f53-ffac206fc7c7,1loytdh7,숙주(g),284,2025-10-22 18:18:18
7df82d22-34d9-4ad5-beb5-7ed6c5e2973a,1loytdh7,콩나물(g),1132,2025-10-14 09:56:14
fb514c3c-a452-4a8e-a347-2d15144448fc,8bxjm5y0,파(g),1130,2025-10-05 09:50:48
e45c9c7d-d4aa-4a09-bd5c-9399b36ba307,8bxjm5y0,무(g),614,2025-10-06 07:34:46
473da03e-523e-48f4-a758-70a847f0ae8f,8bxjm5y0,조개(g),679,2025-10-05 06:13:58
1902cd41-8e85-4939-bab4-38f66532ab35,8bxjm5y0,청경채(g),673,2025-09-28 04:54:06
a9cd859d-862a-496f-807c-3ffdd578ff78,8bxjm5y0,고구마줄기(g),807,2025-10-18 03:14:07
5f009e40-15c5-4805-b94a-1867fed7e737,8bxjm5y0,숙주(g),1094,2025-10-02 22:34:33
9e013eae-6eef-44d9-af16-414e8043e430,8bxjm5y0,깻잎(g),648,2025-09-24 15:43:37
292292c6-012a-4390-88a9-6ef7dd36e868,8bxjm5y0,소면(개),1,2025-10-13 00:08:10
1402bb4b-df73-4535-a16e-e058bf49e297,e10qqfa4,소고기(g),587,2025-09-27 11:15:38
3f58c8c4-ed9a-4c4c-916e-b77157b3ccb3,e10qqfa4,새우(g),820,2025-09-23 01:20:06
a7c21642-aa88-47f3-9b84-fb36cd8e3571,e10qqfa4,감자전분(g),557,2025-09-24 10:26:11
65c70f77-e5c9-47b4-88f4-8c098fee4e5e,e10qqfa4,레몬(개),2,2025-09-25 20:53:13
ab8b8336-39cd-4978-b804-9ba8df425f8f,e10qqfa4,멥쌀(g),425,2025-10-11 03:39:08
1faed2a8-44ab-40a8-b5f3-8e24a1d5e75a,e10qqfa4,청경채(g),1072,2025-09-29 00:20:41
d7bc824c-1894-484b-86f5-38fd501d0d2f,e10qqfa4,느타리버섯(g),1157,2025-09-26 21:45:27
df562521-8e63-454f-b940-fbc813b66bfb,e10qqfa4,두릅(g),1037,2025-09-23 16:28:52
6f558913-c1af-491c-b30e-4608f13a499f,88qjugjb,홍피망(g),681,2025-10-23 16:59:31
720862c9-1d5e-4d9b-a793-5c3434707239,88qjugjb,파(g),203,2025-09-22 18:20:30
dcb3d571-e9b2-40eb-ad4b-3b5c6e5548ad,88qjugjb,우유(ml),1810,2025-10-02 15:08:29
b870180a-2c1d-4122-997f-2066c6a64ad4,88qjugjb,브로콜리(g),857,2025-10-21 14:36:21
35731ec4-d8e2-45af-a78e-25abbd10efe4,88qjugjb,가리비(g),637,2025-10-12 10:17:30
b844a978-08b1-4391-a433-ed606381fe8d,88qjugjb,떡국떡(g),1030,2025-10-02 21:27:58
9d7e2887-fcf2-40b3-989f-14f719069dd5,88qjugjb,모짜렐라치즈(g),661,2025-10-18 20:31:13
2e5c32f0-afaa-409f-9cd1-7b40d04786ed,ut9iomp4,국수(개),3,2025-10-08 08:31:55
eed1c6b1-33bd-4c26-94e6-eacfeb2a16ea,ut9iomp4,계란흰자(개),4,2025-10-06 06:58:32
db673829-05f9-42d2-bfd6-b7d9ecf2093a,ut9iomp4,쭈꾸미(g),1191,2025-10-23 10:39:12
1819ab28-2227-4771-9245-74a2808a7e71,ut9iomp4,감자(g),62,2025-10-07 06:34:48
61d1a4e9-3fa8-40c4-9a1a-20bd115b5c50,ut9iomp4,돼지갈비(g),1128,2025-10-06 14:12:54
170ad794-f1ef-4e67-8fe2-d795cd300a74,ut9iomp4,바나나(개),4,2025-10-17 05:36:13
4bb27042-3239-49c1-b7f3-b1a241fa2d72,ut9iomp4,옥수수통조림(캔),2,2025-10-08 22:20:23
47ea8bb1-d667-414a-a033-f52748e03511,ut9iomp4,새우(g),725,2025-10-13 12:05:17
51cc4be6-90df-4edc-a108-72329110dbe3,kacwm6bd,빵(개),3,2025-10-04 09:05:57
22d9d5be-6d2b-4961-88f9-ab922ab2a64e,kacwm6bd,닭안심(g),259,2025-10-07 23:55:04
65ee50b3-251b-4e37-a582-d0f092e2158d,kacwm6bd,돼지등갈비(g),1824,2025-10-04 14:28:09
e66b8d64-aac4-4de6-86f2-a5d314cced42,kacwm6bd,상추(g),247,2025-09-30 04:56:07
e1e8839e-5cc3-4177-89b9-de0e229b8c48,kacwm6bd,도라지(g),582,2025-10-17 02:07:04
7b7a21d1-4b3f-45b5-9859-66054de0f6ed,kacwm6bd,감자전분(g),891,2025-09-28 21:20:36
bb71290e-a020-4075-8f5b-8826111a0611,kacwm6bd,바게트(개),2,2025-10-04 14:42:24
105a80d4-f774-46cd-9ad1-a47410601034,uylh4htw,차조(g),856,2025-10-02 19:50:54
724cb6b4-e188-4c35-92b4-17f4f338163a,uylh4htw,상추(g),1050,2025-10-04 09:29:08
dc063c27-1a94-4aa0-b8b9-7e7f4ff5991b,uylh4htw,돼지고기안심(g),346,2025-09-24 18:49:09
3227b491-9651-48b3-a3d5-8616be17077b,uylh4htw,모닝빵(개),7,2025-10-20 03:18:33
46e8ba42-4bf1-42f1-86c0-11d9045ea7c9,uylh4htw,돼지등갈비(g),1731,2025-10-04 04:54:10
da175672-c10e-42a8-8787-7f15ed81eace,e6vuw98k,돼지갈비(g),714,2025-10-20 23:55:18
ae2fe8c7-3172-49e4-bc70-58596270d966,e6vuw98k,대하(g),329,2025-10-01 20:14:47
9f10a164-0ec2-43d5-8d3a-3306bd438382,e6vuw98k,굴(g),1144,2025-10-04 11:49:40
cd9b6547-e993-47a8-8091-58ce887a13b4,e6vuw98k,버섯(g),719,2025-10-23 08:46:06
e5f2d35a-518f-41c1-b356-89c9e1d33eb7,dswaur9r,팥(g),1160,2025-10-23 10:28:30
1156d180-7d53-44e5-b485-400c45ca3642,dswaur9r,팽이버섯(g),378,2025-10-04 22:31:45
2afa0523-7d4c-4515-94db-095b70f55692,dswaur9r,토마토(개),4,2025-10-11 07:09:08
5faac166-a5e2-4eaa-90fd-75dd41dd07d0,792yy4s8,케일(g),346,2025-10-04 03:28:20
2c3cb4bf-35f9-48ea-88e9-3424abe34f1a,792yy4s8,소고기(g),736,2025-10-21 04:17:41
f156852b-b4e9-4bf3-a5ce-06ebe1124d47,792yy4s8,목이버섯(g),1014,2025-10-02 03:39:27
6078e9dc-919b-4423-9cd4-ad1a81747c0d,792yy4s8,닭고기(g),136,2025-10-06 01:16:50
b38c9d27-4929-44ff-84a4-36de42f01ddb,ih6j012f,양배추(g),988,2025-10-18 07:30:21
60ed4d89-d1b5-4251-ba0c-5b5c5ada505a,ih6j012f,콩나물(g),450,2025-10-20 05:56:13
4b1d19bf-38ba-4b48-b032-d0e8a86864f6,ih6j012f,딸기(개),2,2025-10-09 04:20:21
67134169-aa7d-41e1-b8d3-e9fca109844a,ih6j012f,닭고기(g),1108,2025-10-16 20:22:04
7887a65e-9872-47b0-95ba-311f3189613e,ih6j012f,바지락(g),654,2025-10-19 23:50:47
90f8cfe8-6016-44fc-96ed-d6d05dcd4b47,ih6j012f,꽃게(g),622,2025-10-18 03:07:04
cfdcce40-1e36-42c6-88c7-99171baff7ae,pxfn71ri,보리(g),368,2025-10-13 01:32:04
0d064e58-56af-4981-ba1c-9290217f4a39,pxfn71ri,방울토마토(g),182,2025-10-03 16:38:25
5004ad6c-759d-4fa7-b30c-95e3d34bb117,pxfn71ri,사과(개),6,2025-10-11 09:44:06
15556c4d-6332-45ac-b33d-7fd0e80ce079,pxfn71ri,고구마줄기(g),1076,2025-10-23 04:05:35
6ccd2082-c9ea-4f73-8304-a468473ee563,pxfn71ri,옥수수통조림(캔),3,2025-09-25 01:05:53
954abcdf-8552-4d3f-89f5-8da7d2260d26,pxfn71ri,닭육수(ml),553,2025-09-23 05:30:11
5655a04c-d897-4155-a807-b701a095cd45,uptf4g2b,도미(g),946,2025-10-17 05:44:35
569045c0-6ace-44cb-ab2a-576fb569f753,uptf4g2b,갈치(g),477,2025-10-06 13:30:38
633c4fb7-9fcc-4fb7-8d30-08313162030c,uptf4g2b,피망(g),587,2025-10-04 10:12:10
4de7d6ff-ed90-4a79-902a-8f88b0ea8e3c,uptf4g2b,레몬(개),6,2025-09-27 01:32:56
1a995512-62e8-4a13-b1b5-20fed68bda48,uptf4g2b,배추(g),1106,2025-09-30 00:18:42
0393ea3b-2e8a-4eff-a18a-6379827e1281,0cuhn2uy,계란(개),8,2025-10-11 06:08:26
6ebb4ae9-cdd5-4bc1-8f9e-a3adffbff5b4,0cuhn2uy,굴(g),515,2025-10-21 06:45:22
8c2ac644-b9f8-44ee-b9dc-8a260453f4b4,0cuhn2uy,애호박(g),70,2025-09-25 23:03:24
76a4e320-8d19-4d50-a021-1f00d9bed13a,0cuhn2uy,돼지갈비(g),1345,2025-10-03 05:11:11
29d2e330-51a4-458c-b25a-3c695dd43591,0cuhn2uy,치커리(g),194,2025-10-07 22:51:29
174d6515-374f-4338-b17a-d8b4e6a7bf98,0cuhn2uy,청피망(g),738,2025-09-25 09:44:41
4405c9a5-1bc6-45ae-9f30-b993980a1102,0cuhn2uy,계란흰자(개),8,2025-10-09 08:54:25
11ad75c7-fe5f-4d85-860d-38b86fa2bb62,0cuhn2uy,우엉(g),647,2025-10-09 01:30:55
a44b6edc-de20-4b07-8437-515281aa6735,ujdpjr0k,계란흰자(개),6,2025-10-11 15:39:32
12af0a60-5386-4392-86bd-a246ffaea4f7,ujdpjr0k,칼국수면(개),3,2025-10-08 12:10:01
62c77134-f6e9-4dd8-98d2-f6644ab3bbee,ujdpjr0k,바나나(개),7,2025-10-06 12:38:39
18b99c21-1da5-4300-a2cf-0e83a2e9db86,ujdpjr0k,치커리(g),863,2025-10-15 03:44:59
7e4f2337-5807-4365-b8b9-050c8065dacf,ujdpjr0k,목이버섯(g),247,2025-09-30 18:07:14
0e735983-fc93-477a-8d7b-c95625e28528,ujdpjr0k,수수(g),1151,2025-10-19 16:29:44
2ca5398a-82aa-4943-a7cf-23a9950a7ce7,ujdpjr0k,부추(g),568,2025-10-10 09:36:03
fe0b7f19-6782-4ef0-bc11-719cebe6d82c,p8dso6lz,아귀(g),1067,2025-10-22 16:01:59
e2df312a-0602-459c-9b0e-c4ef0b70a236,p8dso6lz,숙주(g),615,2025-10-12 08:52:36
aeb2357f-f217-4927-a89d-c9147951be98,p8dso6lz,새우(g),1025,2025-10-22 17:29:51
319953d1-258b-40ff-9dd4-3600aaadc908,p8dso6lz,명태(g),458,2025-10-20 15:53:09
770be695-a1b6-4831-8e60-63d191b23f0c,p8dso6lz,요거트(ml),372,2025-09-27 15:29:50
87822022-a92c-4dd1-b606-86d03710f214,p8dso6lz,찹쌀(g),439,2025-10-17 15:57:11
2256e989-a4d9-443b-be01-062883023b99,p8dso6lz,홍피망(g),934,2025-10-18 15:34:10
035d6c5c-de91-4971-86c4-c810c52ff95c,p8dso6lz,오징어(g),135,2025-10-05 22:17:26
f1e85fdd-d07e-429d-815f-43ba026b1925,p8dso6lz,굴(g),897,2025-10-10 20:56:02
fae8bcef-fa1b-494f-a215-94a5f1938ba1,fhih1o3x,열무(g),1196,2025-10-05 18:54:21
d33882bf-0907-4b6a-86b2-fc0314258824,fhih1o3x,배(개),1,2025-09-23 03:30:41
311045e6-0ebc-423d-b9f5-4edd43f1b19d,fhih1o3x,청고추(g),1012,2025-10-22 22:58:24
84304945-458c-4774-86a6-bf4c1760abed,fhih1o3x,바게트(개),1,2025-10-12 03:33:43
f7f3dec2-6bd6-4df2-83d3-2c2961fdb04b,fhih1o3x,떡국떡(g),1022,2025-09-24 09:24:28
eacc28cb-b6f6-41b2-b0f1-d3ce78c075b1,fhih1o3x,무(g),509,2025-09-29 14:41:56
a0dac831-0726-4c46-9ad0-7917f42f8cb4,fhih1o3x,미나리(g),509,2025-09-24 03:26:00
6742b7a9-35f8-42c1-9f3b-12e615ba3847,18xcdqom,수수(g),341,2025-10-02 07:50:58
057e9b48-6fc6-40c3-acf5-4c72e4e45cef,18xcdqom,두부(g),463,2025-10-12 07:16:56
6e7f9dbf-477e-4a0e-8e72-2f121c795963,18xcdqom,스파게티면(g),993,2025-10-08 03:35:17
c021e4c2-7dbf-4791-915e-3f3e55d1af7d,18xcdqom,계란노른자(개),3,2025-09-24 03:20:07
0a38708d-ceb3-472c-b800-5f27f51120e1,18xcdqom,바지락(g),1177,2025-10-04 02:03:02
adb2b2ef-9e14-4227-afb7-787a8683287f,2m2pgp0i,샐러리(g),315,2025-09-26 05:33:47
44a54f76-11e1-4f3b-a14e-cca0706e27a3,2m2pgp0i,청고추(g),1060,2025-10-05 13:47:52
f216b0e7-c897-44fe-917b-00f12e664f19,2m2pgp0i,오렌지(개),5,2025-10-02 23:16:21
d298ee3c-8708-4947-b54d-f52483f1856d,2m2pgp0i,라면(개),2,2025-10-17 14:03:46
b074af59-eb6c-412f-9375-8a4870b0d3f3,wg6muwi6,홍고추(g),765,2025-10-17 22:14:30
cd56d667-76f2-4ac4-bc38-c249b9f1411c,wg6muwi6,두부(g),223,2025-10-02 08:53:20
c38685b3-bc7c-4a52-a31a-4d0851f3bd02,wg6muwi6,계란흰자(개),6,2025-10-07 06:08:45
8f4f1575-393a-4b09-9536-3df37b531646,wg6muwi6,풋고추(g),898,2025-10-05 10:25:09
456fd6ad-a873-4075-989e-e684303821c0,wg6muwi6,청피망(g),963,2025-10-12 05:02:45
7a4978d6-c4be-4a87-bcaf-90528947e98e,wg6muwi6,토마토(개),6,2025-10-11 09:56:23
c6903a3d-9abf-47e7-83c2-71053772e4d4,da90cr97,닭가슴살(g),114,2025-10-20 15:38:34
c5a73800-3ea1-46f3-aa91-62a10179aaae,da90cr97,배추(g),315,2025-10-19 18:31:59
04eefe82-74f7-4ec1-a46b-97fedb9a9df7,da90cr97,갈비(g),1779,2025-10-03 03:37:37
479f7ef5-0e95-4dec-ac1c-e291d757c53a,da90cr97,루콜라(g),325,2025-10-21 22:59:26
1ec16c87-6539-45cb-9868-53fc879e4a4d,y8ro6yjz,우유(ml),1733,2025-10-22 11:13:06
d2e50d93-5e60-4b07-ab19-459f4d8f0817,y8ro6yjz,흑미(g),428,2025-10-07 17:39:02
094e9088-9405-4129-a4a1-5ac38bbe4d4c,y8ro6yjz,감자전분(g),157,2025-10-04 11:09:19
7b7d3413-323f-4a5f-a4d5-901cd7d425ec,y8ro6yjz,모짜렐라치즈(g),1056,2025-09-24 10:59:55
ec52d661-1289-444c-9f59-7d50124fdc30,7f3hen3m,돼지고기안심(g),378,2025-09-29 04:54:21
e6608d74-08af-40ad-a75b-e4830a151335,7f3hen3m,쇠고기(g),1199,2025-10-15 22:28:08
aa491493-827f-44e7-8e5a-f0efde1330df,7f3hen3m,돼지등갈비(g),898,2025-10-04 01:55:52
0de8b34e-f887-4e24-96d1-10f1b5e03bf5,7f3hen3m,식빵(개),2,2025-09-28 07:43:44
2aedb80a-bc4c-4d6a-94ff-b50266106cc5,7f3hen3m,떡국떡(g),1003,2025-09-22 17:53:19
f07b2acb-8d8d-4147-ae01-efa3bc646f2c,7f3hen3m,감자전분(g),307,2025-10-19 21:43:46
7c71e813-e547-48ce-af33-5ba6f0856ac8,7f3hen3m,브로콜리(g),1142,2025-09-27 09:46:00
d9af181e-b15d-4c39-8989-ab6480a877a8,7f3hen3m,딸기(개),4,2025-10-03 00:39:42
7e2789f0-d7e6-4a5d-b077-636c60e23a03,7f3hen3m,콩(g),235,2025-10-18 09:21:27
c9c7abb5-8e1a-4215-8343-c7a15d565d43,n6o4p2iu,식빵(개),2,2025-10-01 20:29:11
eda21e23-fa55-4b10-a239-0ad3df13d939,n6o4p2iu,오징어(g),1006,2025-10-13 23:44:03
418bfbe2-11c1-43f4-b1e6-7d12bfe4de7d,n6o4p2iu,국수(개),4,2025-10-11 13:44:29
9627fbf0-5fb6-42f7-afa3-978dd65b8127,n6o4p2iu,소고기(g),1293,2025-10-21 18:21:18
8a368ae1-503a-4c06-875c-76354681de10,n6o4p2iu,홍고추(g),829,2025-10-11 15:37:09
3249c38f-2ece-4d8c-96dc-a169bcff29da,n6o4p2iu,쌀(g),670,2025-10-20 05:48:12
9a2f063b-a82f-4ca9-aa50-c97f609c4416,n6o4p2iu,옥수수(g),758,2025-10-15 13:22:19
4a26dd54-51e8-4b21-9c46-8b0619b28532,aeio8ljw,고사리(g),517,2025-10-20 11:08:41
87979576-3180-4195-b9fc-020eed4cd7b5,aeio8ljw,콩(g),812,2025-10-03 16:58:05
6bed9d2a-2b99-4c77-8130-46fdd664d917,aeio8ljw,홍고추(g),334,2025-10-16 09:29:58
64ed7a6b-dd4c-4761-b1cc-eec3f9028acf,aeio8ljw,멸치(g),832,2025-10-08 23:28:13
cce933b5-2127-4b9e-8216-77fbc3a18037,aeio8ljw,풋고추(g),510,2025-09-30 20:43:55
f7436f00-6bec-49fc-8b0a-ab8e58c0c68a,aeio8ljw,방울토마토(g),206,2025-09-27 17:51:42
f3c11bbb-3294-4baa-a192-8a9b5825ee67,7jjp6tpv,가리비(g),963,2025-10-13 03:04:52
ccfc0b80-29ac-4261-ac38-4e1dd3bc29b3,7jjp6tpv,브로콜리(g),1164,2025-09-28 04:29:41
6f20c0ff-2c40-4ac9-b22b-973b40893014,7jjp6tpv,계란흰자(개),2,2025-09-28 01:50:44
5d5f8d32-1359-423f-a3e4-7e17934430e7,7jjp6tpv,낙지(g),171,2025-09-28 20:36:39
714cb2ae-f5f9-472b-8979-85c5250215ab,7jjp6tpv,쭈꾸미(g),1153,2025-10-06 07:46:50
0200929b-e991-4943-8cc8-c737e82ae2ca,7jjp6tpv,가래떡(g),617,2025-10-17 20:38:57
957d4887-21ee-447c-aab8-e2a24ebbd35b,7jjp6tpv,스파게티면(g),739,2025-10-15 18:38:42
d07b76ef-6ed4-40d5-9326-81703766a17e,7jjp6tpv,돼지고기(g),213,2025-10-13 13:24:09
e08138c5-5f79-40d5-8deb-399392bb4eb3,7jjp6tpv,시금치(g),97,2025-10-13 23:40:33
ffb862da-5e22-4bfa-be75-1434b5957a5e,7jjp6tpv,고등어(g),1136,2025-10-16 07:38:05
124f1ee2-3bfe-4649-9a68-1010ad7a8f68,nd03riua,치즈(g),661,2025-10-06 16:20:03
e6168f27-3a1f-4535-a93e-64ff4af30d84,nd03riua,감자(g),885,2025-10-02 02:49:27
b25735bf-688f-411a-91de-3adbe69d6129,nd03riua,닭육수(ml),631,2025-10-16 18:06:18
96738b28-7290-4383-892e-5e84de8f8a24,nd03riua,대파(g),1077,2025-10-10 06:53:48
6ab2ab47-b61b-4a53-89f8-9a10904c7cf1,nd03riua,빵(개),2,2025-10-08 23:30:19
419f9c6f-311b-4045-bd26-aa1e404bd330,nd03riua,청경채(g),454,2025-10-08 04:25:21
a1b2e659-d378-44d2-9977-de7f7165835e,nd03riua,가리비(g),658,2025-10-20 18:11:00
c6673709-0b37-4859-acfa-54599fdf660b,nd03riua,수수(g),1129,2025-10-11 20:16:05
