recipe_id,recipe_nm_ko,servings,ty_nm,cooking_time,level_nm,ingredient_full,step_text,tag
489,무쌈말이,3,메인반찬,30,아무나,"['훈제오리 1팩', '노랑파프리카 1개', '무순 1팩', '오이 1개', '당근 1개', '쌈무 1팩', '부추 1/3단', '빨강 파프리카 1개', '연겨자 3T', '간장 3T', '마늘 2T', '올리고당 4T', '식초 5T']","['1. 부추는 깨끗히 씻어서 준비합니다\n끓는물에 소금 살짝 넣고 부추를 넣었다 바로 불을 끄고 찬물에 헹구어줍니다!\n그리고 물기를 꼬옥 짜서 준비하면 끝!\n(무쌈말이 고정하는 용도로 사용할거예요)', '2. 당근,오이,파프리카를 큼지막하게 썰어주세요\n씹히는맛이 있어야 좋더라구요\n무순은 깨끗한 물에 한번 씻은 후 준비해주세요\n썰어주기만 하면 야채준비는 모두 끝납니다', '3. 훈제오리를 후라이팬에 넣고 한번 구워주세요\n큼지막한 살은 반으로 잘라주시면 됩니다\n노릇노릇 구운 후 식혀주세요\n돼지고기나 소고기 양념해서 구워쓰셔도 되구요\n저는 집에 있는 오리가 있어서 간편하게 준비했어요\n:)', '4. 쌈무안에 국물을 버리고 손으로 한번 꾸욱 짜주세요\n여기서, 너무 쎄게 짜면 찢어집니다\n무를 슬라이스쳐서 식초,소금,설탕에 재워뒀다가\n사용하셔도 되구요, 저는 간편하게 기성품 구입요', '5. 쌈무를 깔고 재료들을 쌈무 경계선에 맞추어서\n차례로 올려줍니다\n저는 무순을 제일 먼저 까는게 편하고 좋더라구요\n아이 겉싸개 싸듯 덮어주시고 부추 데친것으로\n한바퀴 돌려준 후에 묶어주시면 무쌈말이 완성 :)\n참, 간단하죠잉', '6. 찍어먹을 겨자소스를 만들어 볼건데요\n연겨자3T,간장3T,마늘2T,올리고당4T,식초5T\n잘 풀어주듯이 섞어주세요 :)\n쉐킷', '7. 접시에 예쁘게 담아 완성!']","['생신상', '생신상메뉴', '생신상차림', '생신상추천메뉴', '무쌈말이', '오리무쌈말이', '훈제오리무쌈말이', '무쌈말이레시피', '무쌈말이만드는법', '무쌈말이만드는방법', '무쌈말이만들기', '생신상무쌈말이', '생일상차림']"
490,대패삼겹살콩나물불고기,3,메인반찬,60,아무나,"['대패삼겹살 500g', '콩나물                                                                                300g 1봉지', '양파 1/2개', '새송이버섯 1개', '대파 1대', '청양고추 1개', '깻잎 10장', '고춧가루 3스푼', '고추장 3스푼', '간장 3스푼', '설탕 2스푼', '다진 마늘 2스푼', '맛술 3스푼']","['1. 양념 재료인 고추장 3, 고춧가루 3, 간장 3, 맛술 3, 다진 마늘 2, 설탕 2를 모두 한데 넣어 고루 섞어 양념장을 만들어 주세요.', '2. 양념 비율은 1:1:1:1:1:1로 해주심 된답니다. 저는 다진 마늘, 설탕량만 1숟가락씩 줄였어요.', '3. 콩나물 300g을 씻어 체에 밭쳐 물기를 제거하고 준비합니다', '4. 삼겹살 500g을 준비하고', '5. 양파 1/2는 굵게 채 썰어주고, 깻잎 10장은 씻어 2~3등분 하고 청양고추 1개, 대파 1대는 송송 썰어주고 새송이버섯 1개는 큼직하게 썰어 준비합니다.', '6. 넓은 팬에 씻어 놓은 콩나물을 깔고', '7. 그 위에 대파, 양파, 새송이버섯을 모두 올리고', '8. 그 위에 대패삼겹살을 올리고', '9. 고기 위에 깻잎, 청양고추를 올린 다음 만들어 놓은 양념장을 모두 넣고', '10. 달달 볶아주면 콩나물에서 수분이 나와 물을 넣지 않아도 보글보글 국물이 생긴답니다.', '11. 백종원 콩나물 불고기 완성 ^^']",[]
491,어묵잡채,4,메인반찬,30,초급,"['당면 ', '어묵 ', '피망 ', '당근 ', '양파 ', '애기느타리버섯 ', '소금 ', '식용유 2큰술', '간장 4큰술', '설탕 2큰술', '다진마늘 1/2큰술', '참기름 ', '통깨 ', '후추가루 ']","['1. 당면은 찬물에 1~3시간 정도 미리 불려 사용합니다~당면을 미리 불려놓지 않고 바로 사용하셔야 할 경우\n끓는 물에 당면을 넣고 11분정도 삶아주시면 되어요', '2. 어묵, 피망, 당근, 양파는 채썰어\n식용유를 두른 팬에 소금을 살짝 넣고 각각 볶아줍니다~어묵을 데쳐사용하시면 어묵의 기름기와 염도를 낮출수가 있어요^^', '3. 애기느타리버섯은 한가닥씩 떼어내 \n팬에 식용유를 두르고 소금을 살짝 넣어 볶아주세요~센불', '4. 팬에 식용유 2큰술, 간장 4큰술, 설탕 2큰술, 다진마늘 1/2큰술을 넣고 거품이 올라올때까지 충분히 끓인 다음\n불려놓은 당면을 넣어 색과 간이 잘 입혀지도록 볶아주세요~센불', '5. 당면이 잘 볶아졌다면 \n미리 볶아둔 어묵과 채소를 넣어 잘 섞이도록 볶아주시고요~약불고루 섞인 잡채를 당면과 채소를 함께 집어 간을 보신 다음\n부족한 간은 간장이나 설탕으로 맞춰주세요^^', '6. 간이 잘 맞춰졌다면\n참기름, 통깨, 후추가루를 넣어 버무려줍니다~']","['잡채', '어묵', '어묵잡채', '냉장고재료', '초간단', '당면']"
492,참치전,2,메인반찬,15,아무나,"['참치 150g', '양파 1/2개', '당근 1/3개', '달걀 2개', '청량고추 취향껏', '소금 1꼬집', '튀김가루 2T']","['1. 먼저 달걀2개를 풀어주세요~', '2. 그리고 소금으로 약간 간을 해줘야 안싱겁더라구요~', '3. 당근과 양파는 잘게 다져주세요~', '4. 참치는 기름을 빼준후 사용하는게 좋아요', '5. 그리고 부침가루너나밀가루 를 두스푼 넣어주세요~\n튀김가루 를 사용하셔도 상관없어요~', '6. 그리고 잘 비벼주세요~\n뭉치지않게~', '7. 기름은 두른후 숟가락으로 한스푼씩 떠서 올리면되세요~', '8. 세연이먹을껀 먼저 몇개 붙인후 \n청량고추를 추가해주었어요 \n약간 매콤하면 더욱 맛있답니다^^', '9. 노릇노릇하게 구워주세요~\n금방 익으니 자주 뒤집어주시는게 좋아요~\n아니면 계란옷이 타버려요~', '10. 참치전만드는법 간단한 밥반찬 \n저도마가 첨엔이쁘더만 \n갈수록 색이 왜저러나 몰라요', '11. 간단한 밥반찬, 참치전 만드는법\n많은재료도 필요없고 어렵지도 않은데 \n맛은 좋은 \n이것저것 반찬하기 귀찮을때 해먹기좋은거 같아요^^']","['참치전', '초간단', '간단', '인기', '저녁', '메인', '반찬', '참치동그랑땡', '술안주', '도시락']"
493,소세지야채볶음,1,메인반찬,15,중급,"['비엔나소세지 ', '양파 1/2개', '파프리카 ', '케찹 5T', '굴소스 2T', '설탕 1T']","['1. 재료를 준비합니다.비엔나소세지, 양파 1/2개, 파프리카,케찹 5T, 굴소스 2T, 설탕 1T약불에 살살 저으면서 섞어주세요', '2. 들어갈 야채를 썰어줍니다.\n비슷한 크기로 썰어주면 좋아요.양파 1/2개, 파프리카', '3. 소세지에 칼집을 내줍니다.\n칼집 모양은 마음대로 하셔도 좋아요.', '4. 촘촘하게 내면 간이 더 잘 배요!', '5. 팬에 기름을 둘러주세요.', '6. 기름에 야채부터 볶아줍니다.', '7. 소세지를 넣어주세요.\n칼집이 살짝 벌어질때까지 볶아줍니다.', '8. 분량의 양념장을 넣어줍니다.케찹 5T, 굴소스 2T, 설탕 1T', '9. 마지막으로 살짝만 더 볶아주세요.', '10. 윤기 좔좔~칼집 쏘야 완성!']","['얌무', '소세지', '소세지볶음', '쏘야', '파프리카', '소세지야채볶음', '안주', '자취음식', '자취요리']"
494,애호박부추전,2,메인반찬,30,초급,"['\u200b부추 ', '애호박 ', '양파 ', '당근 ', '청양고추 ', '부침가루 ', '식용유 ']","['1. 먼저 부침가루에 물을 넣고 잘 저어 부침반죽을 만들어줍니다 약간 퍽퍽하게 되게 만들어 주세요~ 식용유를 넣으면 묽게되어거든요. 식용유는 한스푼 반 정도 넣어주세요! 이연복 쉐프가 튀김옷에 저렇게 식용유넣고 만드는걸 보고 몇번 해봤는데 확실히 속까지 바삭~한 느낌이 나더라구요!', '2. 반죽에 갖은 채소들을 먹기좋게 잘게 썰어 모두 넣어줍니다. 휙휙~ 잘섞어주면 반죽 완료!', '3. 예열된팬에 식용유 두르고 반죽을 얇게 펴줍니다', '4. 반죽이 저렇게 익어갈때쯤 뒤짚어주면 됩니다']",[]
495,삼겹살제육볶음,3,메인반찬,20,아무나,"['삼겹살 500g', '양파 1/2개', '고추가루 3스푼', '설탕 3스푼', '진간장 3스푼', '미림 3스푼', '물엿 4스푼', '굴소스 1스푼', '참기름 1스푼', '맛소금 2꼬집', '후추가루 2꼬집', '다진마늘 1스푼', '대파 2큰술', '청양고추 1개']","['1. 계량스푼은 집에서 사용하는 8cc 정도의 밥숟가락입니다.\n1cm 정도 되는 삼겹살을 준비하세요~\n씹는 맛을 좀 살리는 거라 이정도 두께가 좋아요~\n그렇다고 무조건 이정도 두께 아니라도 됩니다~ 좀 얇아도 되고 삼겹살 대신 목살이나 불고기감 앞다리살 준비하셔도 됩니다~\n**사진과 설명으로 부족하신 분은 링크된 동영상 참고 해주세요. 두율이네 유툽 놀러 오시면 더많은 레시피와 최신 레시피를 더 빠르게 보실수 있습니다~ 구독해 주시면 땡큐~~', '2. 양파 중간거 반개 100~120g 을 1cm 정도 두께로 채썹니다~\n없으면 안넣으셔도 됩니다~ 대신 나중에 양념장 부을때 10% 정도 남기고 부으세요~', '3. 양념장에 있는 재료들을 전부 한데 넣고 잘 섞어서 1~2시간 정도 냉장고에 보관해주세요~ 그러면 고추가루의 텁텁함이 사라지면서 양념에 잘 녹아 들꺼에요~\n------ 양념장 ------ \n고추가루 3스푼 (21~25g)\n설탕 3스푼 (30g)\n진간장 3스푼 (24g) \n미림 3스푼 (24g)\n물엿 4스푼 (45~50g)\n굴소스 1스푼 (10~12g) \n참기름 1스푼 ( 6~7g)\n맛소금 2꼬집 ( 여러분의 감을 믿습니다! 애매하면 안넣어도 되요~)\n후추가루 2꼬집( 여러분의 감을 믿습니다! )\n다진마늘 1스푼 (20g)\n대파 2큰술 (15~20g)\n청양고추 1개 (잘게 다져서)', '4. 삼겹살을 구워 줍니다~ 삼겹살은 통으로 구워 주는 게 육즙 손실을 막을수 있어요~\n삼겹살 굽는법!! 다들 잘 아시죠!! 혹시나 모르시는 분들 위한 팁!\n후라이팬을 강불로 달궈서 고기를 올려 주세요~ 꼭 강불 강불에 달군 팬에 하셔야 합니다~ 그래야 고기 표면이 순식간에 익으면서 육즙을 가둬 줍니다~\n그 상태로 가만히 두시면 후라이팬에 닫지 않은 반대편 부분에 아직은 생고기인 부분에 수분이 몽글몽글 올라오기 시작 할껍니다~\n그때 뒤집어서 1분간 가만히 두면서 구워준 다음~ 한번 더 뒤집어서 30초!! 한번더 뒤집어서 30초! 그리고 커팅!\n짤라서 단면에 덜익은 부분 있으면 조금 더 구워 주면~ 끝!\n참 쉽죠!!!', '5. 고기를 잘 구워 주셨으면 고기를 잠시 덜어 내고 기름을 2스푼 정도만 남기고 전부 ~버려 줍니다!\n목살 앞다리살 쓰셨으면 기름은 안걷어 내셔도 됩니다~', '6. 고기 기름에 양파를 넣고 양파가 볶아주다가 투명해 지시 시작하면 양념장을 넣고 강불에 잘 섞어 가면서 1분 정도를 뽁아 주세요~ 양파 안쓰시면 그냥 고기 기름에 양념을 부어서 1분 정도 볶으시면 됩니다~\n양파 안넣으시면 양념장은 90% 정도만 부으세요~', '7. 고기 넣고 1분 정도 볶아 주다가 불 잠시 끄고 먹기 좋게 컷팅 한 다음~ 1분정도를 더 볶아 주세요~\n너무 오래 볶으면 기름이 계속 나와서 별로니까~ 양념이 졸아들 정도만 볶아주면 됩니다~\n컷팅된 고기를 사용하셨으면 그냥 2분 정도 양념에 졸이듯 볶아 주시면 됩닏나~', '8. 밥이랑 먹으면 완전 꾸르맛~~~^^~']","['제육볶음', '삼겹제육볶음', '삼겹살제육', '제육볶음양념', '삼겹살요리', '삼겹살']"
496,등갈비구이,2,메인반찬,2,아무나,"['등갈비 1근', '양파 1/2개', '월계수잎 3~4장', '통마늘 4개', '통후추 20알', '간장 4큰술', '돈까스소스 4큰술', '올리고당 3큰술', '굴소스 1큰술', '다진마늘 1큰술', '케첩 2큰술', '매실청 1큰술', '맛술 1큰술', '물 1/3컵', '후추 약간']","['1. 등갈비는 물에 담궈 1시간 정도\n물을 번갈아가며 핏물을 제거해줬어요', '2. 핏물을 제거한 등갈비는 돼지고기 특유의 잡내를 제거해주기위해\n양파, 마늘, 월계수잎, 통후추등을 넣고 40~50분정도 푹 삶아주세요 ~\n통후추는 10알정도만 넣으셔도 되요 ~ 대충 넣었더니 너무 많은 ..', '3. 등갈비가 삶아지는 동안 분량의 양념을 한곳에 모아 미리 만들어 주세요\n저는 한끼식사 할만큼만 준비한거라 양이 그리 많진 않은데\n고기의 양이 좀 더 많으시다면 양념을 1~2큰술 정도씩 늘려주세요', '4. 등갈비는 40~50분동안 푹삶아 고기만 건져\n찬물에 한번 깨끗이 헹궈서 준비해주세요', '5. 그리고 뼈마디를 하나씩 잘라주세요\n오븐이 있다면 자르지않고 그냥 조리하셔도 되는데\n오븐이 없으시면 이렇게 잘라서 프라이팬에 조리하실수 있어요\n자르지 않고 프라이팬에 하기는 좀 버겁더라구요 ~', '6. 다음날 아침 바로 조려서 먹을수 있게\n양념과 등갈비를 따로 넣어 보관했어요\n양념같은 경우엔 냉장고에 넣어두었다가\n먹으면 훨씬 더 맛있으니 참고하세요 :)', '7. 다음날 아침 바로 양념을 부어 조려서 먹어도 되지만\n저는 프라이팬에 한번씩 노릇노릇하게 구워줬어요\n요 과정은 시간이 없으시면 패스하셔도 된답니다', '8. 등갈비가 앞뒤로 노릇노릇하게 구워졌을때\n미리 만들어두었던 양념을 전부 넣고 \n약한불로 양념이 골고루 베이게 조려줬어요\n저는 아이들과 먹을꺼라 그냥 단짠단짠이였는데\n매콤하게 드시고 싶으신 분들은 양념에 고춧가루나 고추장등을\n추가하셔도 좋고 좀 깔끔한 매콤한 맛을 원하신다면\n청양고추를 살짝 썰어넣어 같이 조려주시면 매콤하니 맛있어요 ~', '9. 양념을 넣어준뒤 가만히 놔두는것보다\n수저로 양념을 골고루 얹어주시는게 좋아요\n그래야 양념이 고루고루 맛있게 베인답니다', '10. 양념이 거의 없어진다 싶을정도로\n조려주시면 되요~', '11. 저녁에 준비해두고 아침에 살짝 구워 양념 넣고 조려주기만하니\n바쁜 아침시간에도 뚝딱 만들어 낼 수 있었답니다']","['등갈비구이', '등갈비구이만드는법', '바베큐폭립', '바베큐폭립만드는법', '노오븐등갈비구이', '오븐없이폭립만들기']"
497,가자미조림,3,메인반찬,60,아무나,"['손질가자미 4마리', '양파 1/2', '대파 1대', '청양초 2개', '간장 4큰술', '올리고당 1큰술', '고춧가루 1.5큰술', '다진마늘 1큰술', '후추 톡톡', '맛술 3큰술']","['1. 분량의 양념을 볼에 담아준다', '2. 골고루 슥슥~ 섞어준다', '3. 손질 된 가자미 냄비에 깔고 \n가자미가 자작하게 잠기도록 물을 부어준다', '4. 양파 채 썰어 얹고 대파,고추는 어슷 썰어 얹어준다', '5. 준비한 양념 골고루 올려준다', '6. 센 불에서 보글보글 끓어 오르면', '7. 냄비 뚜껑을 덮고 약한 불에서 15분 정도 푹~ 끓여주면 \n완성이에요']","['메인반찬', '쉬운반찬', '생선조림', '가자미', '가자미조림', '저녁메뉴', '생선']"
498,돼지고기제육볶음,30,메인반찬,,,"['돼지고기 목살(앞다리살) 600g', '양파 ', '애호박 ', '당근 ', '가래떡 ', '고추장 1큰술', '고춧가루 2.5큰술', '간장 2큰술', '올리고당 1.5큰술', '참기름 1큰술', '맛술 1큰술', '생강가루 약간', '다진마늘 1큰술', '후추 약간', '다진양파 약간']","['1. 양념장을 분량대로 잘 섞어 만들어 냉장고에 넣어 숙성시킨 후 사용하면 훨씬 깊고 진한 맛이 나요.', '2. 팬에 목살을 넣어 먼저 한차례 볶아 줍니다. 참고로 고기는 볶아내기 전에 키친타월로 핏기를 제거해야 돼지 특유의 잡내를 잡을 수 있어요.', '3. 어느정도 볶아진 고기에 숙성된 양념을 넣어 달달 볶아 줍니다.', '4. 고기와 양념이 잘 섞이고 맛있게 볶아질 즈음 나머지 채소들과 함께 가래떡도 넣어 버무리듯 볶아 줍니다. 이 모든 과정은 센불에서 후다닥~ 볶아 주었어요. 야채는 나중에 넣어 살짝만 볶아내야 야채의 아삭함이 살아서 식감은 훨씬 좋답니다.']",[]
499,간장닭구이,2,메인반찬,60,중급,"['닭                                                                                닭도리탕용 1마리', '간장 3큰술', '맛술 3큰술', '굴소스 1큰술', '설탕 1/2큰술', '꿀 1큰술', '물 3큰술', '참기름 1큰술', '후추 약간', '마늘                                                                                저민 것 3~4쪽']","['1. 닭은 깨끗이 씻어서 마른 팬에 올려 중불에서 앞뒤 노릇하게 구워 주세요. 팬은 달구지 않은 채 사용하시고, 껍질 있는 부분부터 구워야 눌러 붙지 않고 노릇하게 구워집니다.', '2. 마늘은 저미고 양념재료를 모두 섞어 주세요. 다진 마늘을 넣어도 되지만 저민 마늘을 쓰는게 깔끔하답니다.', '3. 앞뒤 노릇하게 구워진 닭에 양념을 끼얹어 약불로 줄인 후 뚜껑을 덮고 조리듯이 구워 주세요. 중간 중간 뒤집어 고루 간이 배게 해 주세요.', '4. 양념이 모두 닭에 배고 팬에 기름만 남게 되면 완성입니다.']",[]
500,오징어초무침,4,메인반찬,30,아무나,"['오징어 1마리', '오이 1/2개', '양파 1/2개', '쪽파 5대', '소주 1큰술', '고춧가루 1.5큰술', '고추장 2큰술', '매실청 1큰술', '사과식초 3.5큰술', '다진마늘 1/2큰술', '설탕 1.5큰술', '참기름 1.5큰술', '통깨 1큰술']","['1. 분량의 재료로 양념장을 만들어 고춧가루가 충분히 불도록 30분간 숙성시켜주세요.', '2. 오징어는 내장을 아래로 뺀 뒤 끓는 물에 소주를 넣고 바로 살짝 데쳐주세요. 몸통은 링모양으로 자르고, 다리는 5cm길이로 썰어주세요.끓는 물에 소주를 미리 넣으면 알코올이 날아가 비린내가 제거되지 않아요.', '3. 오이는 길게 반갈라 씨를 제거하고 어슷썰어주세요.', '4. 양파는 얇게 채 썰고, 쪽파는 3cm 길이로 잘라주세요.', '5. 볼에 오징어, 오이, 양파, 쪽파, 양념장을 넣고 고루 버무려주세요.2배 식초를 사용하면 더 새콤한 맛을 낼 수 있어요.']","['오징어', '오징어초무침', '손님', '초대상', '가족모임', '반찬', '메인반찬']"
501,양배추롤,3,메인반찬,60,아무나,"['양배추 큰잎 ', '토마토소스 ', '토마토 1개', '물 1/2컵', '대파 ', '부추 ', '새송이버섯 ', '당근 ', '두부 1/2모', '다진 돼지고기 200g', '소금 ', '후추 ', '맛술 3숟갈', '다진마늘 2숟갈']","['1. 큰잎들로만 추려서 끓는물에 소금 조금 넣고 살짝 데쳐주어요. 양배추가 야들해져서 롤로 말 수 있을 정도만 되면 되게 때문에 오래 데치지마시고 만져봐서 부드럽다 싶으면 바로 꺼내서 찬물로 헹궈주세요~', '2. 양배추롤 속으로 들어갈 야채들 잘게 채썰어주어요. 대파 대신 양파를 넣으셔도 되요~^^ 들어가는 야채 종류는 냉장고 속사정에 맡기겠어요~', '3. 다진 돼지고기랑 두부 반모 으깨서 물기 빼준거랑 다진마늘 두숟갈 정도 준비~ 자연드림 다진고기 맛있어요. 담백해!! 이 때!!! 약간 매콤하고 싶다~싶으시면 청양고추를 잘게 썰어서 속에 넣어주시면 감칠맛이 확 살아나요~', '4. 야채들 넣고~ 맛술 조금 넣고~ 소금 한꼬집 넣고~ 후추조금 넣고 버무려줘요. 이 때!! 나중에 토마토소스로 끓여줄거라 너무 간이 되버리면 짤 수가 있으니 약간 심심하게 간을 맞춰주면 좋아요.', '5. 잘 섞어주었어요~~ 꼭 만두소같네..', '6. 데쳐진 양배추 안에 만든 내용속을 넣고~ 잘 감싸줍니다. 아...양배추잎이 작아서..진짜', '7. 이렇게 양배추롤을 만들어주고~ 생토마토를 썰어서 곳곳에 놔주세요~~ 토마토소스를 넣긴하는데 이렇게 생토마토를 넣어주면 토마토 풍미가 훨씬 좋아요. 몸에도좋구요~  큰잎들로 말면 스프링롤 처럼 예쁘게 말 수 있는데.. 속도 많이 넣었더니 두툼해졌네요~', '8. 시판 토마토 파스타 소스 넣으시면 편하게 먹을 수 있어요. 저는 이마트에서 노브랜드 토마토 스파게티 소스를 사봤는데~ 가격도 저렴하고 맛도 괜찮았어요! 이마트 노브랜드 제품들 생각보다 좋아서 항상 깜놀~', '9. 병에 들은 소스가 아니어서 아까워서 다 부어줬어요.  약간 많은편이긴한데 진하게 먹을 수 있어서 전 좋더라구요. 물 반컵도 함께 넣어주세요~', '10. 병에 들은 소스가 아니어서 아까워서 다 부어줬어요.  약간 많은편이긴한데 진하게 먹을 수 있어서 전 좋더라구요. 물 반컵도 함께 넣어주세요~', '11. 뚜껑을 덮고~ 익혀줍니다. 끓기 시작하면 중약불로 바꿔서 20~25분 정도 익혀주세요. 중간에 2-3번 소스를 섞어주고 양배추 위에도 잘 끼얹어주시면 되요. 고기가 있어서 익히는 시간이 좀 있어요~^^', '12. 위에 바질을 약간 뿌려주고~ 우리집 텃밭 부추로 장식을.. 저희집 베란다 텃밭에서 키운 부추는 항상 데코용..;; 토마토도 큰걸로 한개를 넣었더니 아주 소스가 진하고 좋았어요.']","['양배추', '돼지고기', '다이어트', '토마토요리', '양배추롤']"
502,돼지고기주물럭,3,메인반찬,60,아무나,"['돼지고기                                                                                찌개용 300g', '양파 1/2개', '마늘 4~5알', '간장 2스푼', '고추장 1스푼', '고춧가루 2스푼', '후추 조금', '물엿 1스푼', '설탕 1스푼', '참기름 조금']","['1. 돼지고기 찌게용~ 손질할게없네요 비게시러하시는 분들은 적당이 손질하시는게조아요', '2. 양념장을맹글어볼게요 ~볼에 고추장1스푼 고춧가루2스푼 간장2스푼 올리고당1스푼 설탕1스푼 참기름조금 후추톡톡 마늘 3~4알 마구빠쥬세요~)그리고 섞어쥬시고 30분정도 숙성해듀셔도 뒈는데~ 전 바로양념을 비닐장갑끼고 조무조물 해주었어여(전 내일먹을거라 하루숙성이뒈네요)', '3. 전 다른야채는 안넣고 양파반개만 넣고 볶아요 (혹시 저 처럼하루숙성 하실분들은 양파는넣지 말고조물조물 해쥬세요)', '4. 그리고. 전골팬에 고기를넣고 볶아쥬세요~ 뚜껑을닫고 볶아쥬세요~)약한불에 익혀쥬세요.. 중간쯤익었을때 양파도 넣고 볶아쥬세요.)다 익었슴간을보시고 싱거우시면 간장보다는 굶은소금 한꼬짐 넣어주시고요 너무달다싶으셔도 굶은소금한고짐 넣고 또한너무짜다싶으시면 설탕조금 넣어쥬세요~이래해서 볶아쥬세요~ 그럼완성이랍니다']",[]
503,제육볶음,3,메인반찬,30,아무나,"['돼지앞다리살 500g', '양파 1개', '당근 1/3개', '청양고추 1개', '설탕 1스푼', '진간장 1스푼', '다진마늘 1스푼', '고추가루 1스푼', '설탕 1스푼', '진간장 2스푼', '멸치액젓 1스푼', '미림 2스푼', '물엿 1스푼', '고추장 1스푼', '참기름 1스푼', '후추가루 2꼬집']","['1. 계량스푼은 집에서 사용하는 8cc 정도의 밥숟가락입니다.\n주먹만한 크기의 중간 양파 200~220g 짜리 1개를 1~2cm 두께로 채썰어 줍니다~ ( 양파 무게는 껍데기 벗기고 무게~)\n**사진과 설명으로 부족하신 분은 링크된 동영상 참고 해주세요. 두율이네 유툽 놀러 오시면 더많은 레시피와 최신 레시피를 더 빠르게 보실수 있습니다~ 구독해 주시면 땡큐~~', '2. 당근 작은거 1/3개 약 70~80g 을 0.5cm 정도 두께로 썰어 줍니다~ 당근 없으면 양배추 사용하셔도 되는데 양배추는 수분이 좀 많이 나오니 가능하시면 당근 쓰시고 양배추 쓰실 거면 나중에 양념넣고 볶을때 강불!! 잊지 마세요! 그래야 수분이 잽싸게 증발 하면서 재료에 수분이 많이 남아 돌지 않아요~', '3. 청양고추는 1개 정도 채썰어서 준비하세요~\n겁나!! 매운거 좋아하시면 청양고추 3개 채썰고 나중에 양념 조합 할때 고추가루를 청양고추가루로 변신시켜 주세요!!\n겁나~~아!!! 매울 겁니다!!', '4. 양념장을 다 들이 붓고 잘저어서 20분 정도 양념이 섞이게 방치!\n고기는 방목 해야 맛있고!! 고추가루 들어간 양념장은 방치 해야 맛있어요!!\n친절한 우리집 밥 퍼먹는 숟가락 기준 무게 정보 써비스!!\n고추가루 1스푼 (7~8g)\n설탕 1스푼 (10g)\n진간장 2스푼 (16g) \n멸치액젓 1스푼 (8g)\n미림2스푼 (16g)\n물엿 1스푼 (10g) \n고추장 1스푼 (30g)\n참기름 1스푼( 5~6g)\n후추가루 2꼬집( 측정안됨!)', '5. 후라이팬을 달군 다음 2~3mm 두께의 앞다리살을 들이 부아가 강불에 자글자글 꾸버줍니다! 쌩고기는 처음에 무조건 강불로 볶아 줘야 육즙도 조금 잡아 주고~ 잡내가 머무르지 않고 최대한 날려 줄수 있습니다!\n고기가 50% 이상 익었으면 고기볶을때! 라고 표기한 항목에 설탕 간장 마늘을 넣고 고기가 완전히 익을때 까지 볶아서 밑간 + 잡내제거 + 설탕 코팅 + 사람이 먹을수 있는 돼지로 변신을 시켜 줍니다!', '6. 고기가 완전히 익었으면 방치해 놨던 양념장을 잡아 와서 전부다 들이부어 줍니다~', '7. 양념 넣고 강불에 잘섞어 가면서 고기를 1분 정도 볶아 주다가 양파 당근 투하해서 양파가 투명해 질때까지 볶아 줍니다~', '8. 양념이 시뻘건데 양파가 투명해지는걸 어떻게 볼수 있지? 라는 의문을 이전 단계에서 가지신 분은 천재!!\n자세히 아주 자세히 보면 보이긴 하지만!! 잘 안보이죠^^~ 그때는 양파가 살짝 의기소침해지가 하늘하늘~ 거릴때 까지 볶아 줍니다~ 그것도 애매하면 강불에 1분30~2분 을 볶아 주시면 됩니다!', '9. 이제~ 드시면 됩니다!! 상추 위에 깻잎 한장 올린 다음 쌀밥 올리고 고기 턱턱!! 얹어가 마늘~땡초 쌈장에 콕콕 찍어 올려서~ 먹기전에!! 양념 고기와 찰떡궁합 쌈무를 턱~~ 얹어가!! 무 주믄!! 좍살 나죠^^~ 굿굿굿!! 아...글 쓰다가 입에 침고였다....\n파절이나 양파초절임 올려 먹어도.....맛있겠다..']","['제육볶음', '제육볶음만들기', '고추장제육볶음', '제육볶음레시피', '제육볶음', '만들기', '제육볶음', '양념', '제육양념']"
